epoch,train_loss,train_acc,val_loss,val_acc
1,1.5609241168563486,0.4836945399115038,1.2548468932193408,0.5194352449015165
2,1.1295500036203812,0.5205467851320739,1.0229360901767777,0.5204520364882924
3,0.993359399723849,0.5230873458902902,0.9704979745727754,0.5376503398989019
4,0.9657624308762169,0.5281966958595917,0.952375550960914,0.5338736854337343
5,0.9546389530970676,0.5343363843586143,0.9454522725474127,0.5372145720759979
6,0.9477757707527069,0.5349644674349511,0.95498543013071,0.5493579687409215
7,0.9516192012066694,0.5447950261466045,0.9363016749074573,0.5594677822322933
8,0.9528818707863341,0.5466722182623975,0.9382011328840801,0.5379699029690315
9,0.9392832657519263,0.5470674166025645,0.9417182574463462,0.562518156992621
10,0.9423267245477743,0.5511605422685796,0.93461585794118,0.5575794549997095
11,0.9338556558238464,0.5585634540334931,0.9256158047821346,0.566846784033467
12,0.9294241833917001,0.5624095807369037,0.92578338040112,0.5571727383649991
13,0.9274757445767547,0.5662768787799662,0.924545287076423,0.5805298936726512
14,0.925261984164997,0.5691914665386977,0.9208412521991327,0.5726570216721864
15,0.9241759721910998,0.5732493066386264,0.9429915814797014,0.5472953343791761
16,0.9450855565981701,0.5548796409340795,0.9214137010932155,0.5761722154436116
17,0.9242752533770107,0.5722401394485572,0.9180723317004283,0.5620823891697171
18,0.9240470932211952,0.5717673128630003,0.9180604659952061,0.5645807913543663
19,0.9246974540501638,0.5690856098404387,0.9193697422353236,0.5837255243739469
20,0.9197262669946235,0.5765802640771766,0.9166401300890346,0.5778862355470339
21,0.9190394722886466,0.5798829930628577,0.9138767232849045,0.5713497182034746
22,0.9175026819895771,0.5777235164183739,0.9500473605458155,0.5511881935971181
23,0.9381896807740574,0.5633552339080176,0.9129690850198695,0.569868107605601
24,0.9185476188864063,0.5763826649070931,0.9133614993380763,0.578961129510197
25,0.9156765246446652,0.5796853938927742,0.9239808784111755,0.5612689559002964
