epoch,train_loss,train_acc,val_loss,val_acc
1,0.9863262080131693,0.5277690360539098,0.9599384586999363,0.5322642438837502
2,0.95588523040451,0.5369090784702744,0.9352246658482724,0.5562913907284768
3,0.9356651847719893,0.554833413149073,0.9215782610211726,0.5686059876306716
4,0.9254841126030069,0.5653827734829309,0.9149234615734049,0.5716162224289858
5,0.9189326437796614,0.5688171307381815,0.9082597638838958,0.5749001149362377
6,0.9166617759758221,0.5715399876855716,0.9097873461402426,0.5747906518526626
7,0.9166729696008847,0.572210439898748,0.9041677841992222,0.5822888730775546
8,0.9123003604229885,0.5738934117808032,0.903679264181582,0.5813584368671666
9,0.9119649712573066,0.5745775466922077,0.9056415871494438,0.5813584368671666
10,0.9110874212635537,0.574782787165629,0.902559373692713,0.5824530677029172
11,0.9120989009408689,0.5736744886091537,0.9005866862923619,0.581303705325379
12,0.9106168974772796,0.575234316207156,0.9015860764024215,0.5823983361611297
13,0.911071378581051,0.5743723062187863,0.8994480529694544,0.5818510207432543
14,0.9088469724767045,0.5753437777929807,0.9019754883834707,0.5823983361611297
15,0.9082275874247554,0.5752479989053841,0.9042304101219175,0.5805374637403535
16,0.9077225695403744,0.5762057877813505,0.8986910496182933,0.5826172623282798
17,0.9086371318516102,0.5759184511185605,0.9040384439240862,0.5813584368671666
18,0.906997574833094,0.5763836628583157,0.8979160158180471,0.5815226314925291
19,0.9081394404925245,0.5758774030238764,0.9041607191257175,0.5808658529910787
20,0.9068683951459032,0.5758774030238764,0.8979778187425388,0.5826719938700673
21,0.9057294485057975,0.5767804611069303,0.8989447759300557,0.5836024300804553
22,0.9058937283321372,0.5763836628583157,0.8966567561541746,0.5851349132505063
23,0.9061375333565225,0.5775603749059315,0.8957100888594612,0.5840950139565432
24,0.905805158766805,0.5769583361838955,0.9011677837836372,0.5844234032072684
25,0.9058993178409893,0.576725730314018,0.8966602245860027,0.5844234032072684
