epoch,train_loss,train_acc,val_loss,val_acc
1,0.9142598497305339,0.6025883808791682,0.7960514917146182,0.6682955614154789
2,0.8103173218754747,0.658288724934142,0.7758473319322698,0.6675026277453023
3,0.7903498566106298,0.6633276772070611,0.7644957172929769,0.6729978424828044
4,0.7803768322706717,0.6647807704206471,0.7607860750916298,0.6727581183499604
5,0.7754585639363558,0.664935454536932,0.7588959502238249,0.6727949989857825
6,0.7714044419226016,0.6661166786976535,0.7533401330427135,0.6744361872798688
7,0.7674502647027334,0.6662994871987176,0.7498796491126206,0.6741964631470246
8,0.7646069488870807,0.6666885411881615,0.7494154144629088,0.6739198583783584
9,0.7625120911545322,0.6670588455877527,0.7483464802744098,0.6748049936380903
10,0.7608498381347311,0.6672557162812064,0.7477496795012933,0.6738645374246252
11,0.7593615633143506,0.6676025836934817,0.744990568558104,0.6749156355455568
12,0.757835355352956,0.6683010059154956,0.7458908013064791,0.6741227018753804
13,0.7562622386244107,0.6680853856321893,0.7424244504675367,0.6744915082336019
14,0.7552446193734585,0.6680853856321893,0.7426981428278926,0.6742886647365801
15,0.7549399262490742,0.668183820978916,0.7439873744084716,0.6753028822216895
16,0.7536273175589682,0.6693603577421744,0.7439474656238995,0.6708956462409412
17,0.7524581256599099,0.6694119191142693,0.7405809348261194,0.6756163676261778
18,0.7526542331335139,0.6689853659451199,0.7403370433438963,0.6732006859798263
19,0.7514492856676037,0.6692150484208158,0.7395214098148202,0.675413524129156
20,0.7508718964465028,0.67020877668301,0.7399538082827106,0.6744730679156908
21,0.7498686589845933,0.6699040958479033,0.7385976135133917,0.6756348079440889
22,0.7499163095825623,0.6697447243341552,0.7373211996210071,0.6778660864113297
23,0.7491775903348274,0.6704525213510955,0.7384225679667459,0.6748234339560014
24,0.7488232026714237,0.6703493986069055,0.7380887149212496,0.6769256301978646
25,0.7485051515230482,0.6709165736999503,0.7391544156778493,0.6775710413247524
