epoch,train_loss,train_acc,val_loss,val_acc
1,9.835673685177076,0.2558723447903706,6.420512524520768,0.4397671924179283
2,6.673688332983021,0.4332802625886928,5.575219593506563,0.44110355013979
3,4.528639886005701,0.42357143812798526,2.6682884194642944,0.34861352886356844
4,2.3780137560580656,0.42519031882584324,2.0587556776977203,0.4907070387367903
5,2.0751152392248273,0.4938968643663398,1.796463307684381,0.5340155791176522
6,1.5100113788305896,0.5263859714845092,1.254483578562332,0.5210740096006752
7,1.1952267411771347,0.5404251903188259,1.1661542861911176,0.5584041075416293
8,1.150705716255765,0.553273662193561,1.118707202653066,0.5653496509644634
9,1.0784984071069645,0.5743458696243573,1.0392785686599002,0.5946088516115419
10,1.0376708728354858,0.578872491961343,1.027113616882605,0.588595241863164
11,1.0320777767556641,0.5868821606482658,1.0185830790145813,0.5927801515710995
12,1.0179676767505188,0.5927021036529619,1.0045158129252711,0.6047722037593852
13,1.0081469713983666,0.5962029889086603,1.0013592287674564,0.6018357335021364
14,1.0081497872416814,0.5976702389075454,0.9969163918972678,0.609080199046966
15,0.9965199243701843,0.60429293267151,0.9814473505080594,0.6135112799141917
16,0.9885532356691756,0.6035392389030857,0.9803051232769688,0.6097132105994267
17,0.9918013398034508,0.604587274616575,0.9755490801575898,0.621336006048777
18,0.9802853968817913,0.611062797408007,0.9662186841653152,0.6183467848288231
19,0.9733810237276362,0.6114864714198431,0.9684075603624123,0.6188567108016388
20,0.97111827653808,0.6147153133626784,0.9608749694893894,0.6264176821226988
21,0.960880410732426,0.6235366522617503,0.9507549205367745,0.6344358284538693
22,0.9624549264450711,0.6217349227798367,0.9692126836757616,0.628140880237731
23,0.9603504544245894,0.6248924090996258,0.9486095300464221,0.6374426333280583
24,0.9511664417097626,0.6292005048410331,0.9438261572955515,0.638796574704155
25,0.9524677884308153,0.6289240018017295,0.9448113083541765,0.6381459794974592
