epoch,train_loss,train_acc,val_loss,val_acc
1,0.9070695664226449,0.6053726949722975,0.793835010176008,0.6631138320824651
2,0.8077732836415971,0.657505929557791,0.7774190062843817,0.6651053864168618
3,0.7885876971226359,0.663454236938567,0.7714639903356884,0.666746574710948
4,0.7805206856940027,0.6645885871246566,0.7598294990295597,0.6727765586678714
5,0.7749570311046186,0.6654370060654923,0.757608443439808,0.6730531634365376
6,0.7708796646841781,0.6659010584143472,0.7538708635943355,0.6742333437828468
7,0.7673133574592761,0.6665947932388979,0.7507226961850351,0.6744361872798688
8,0.7646286928994238,0.6661213660951166,0.7483588263254233,0.6740858212395582
9,0.7630155852718282,0.6674338373848072,0.7496847926379987,0.6715594976857401
10,0.7618014171876988,0.6676213332833344,0.7474853473827338,0.6722417894484501
11,0.7597837003939257,0.6675369601289972,0.7458560685361053,0.6729609618469823
12,0.7585119750112848,0.6682353823510111,0.7454975115762468,0.6722971104021833
13,0.757250348715919,0.6680619486448733,0.7439551408905628,0.6734957310664036
14,0.7563044582087919,0.6682494445434006,0.741633674435161,0.6743071050544911
15,0.7552551626130961,0.6688869305983932,0.743095585566074,0.6737354551992476
16,0.754164790987375,0.6687463086744977,0.7412039952092253,0.674048940603736
17,0.7530697972030276,0.6687603708668873,0.7414108615399998,0.6748418742739125
18,0.7520561083913926,0.668727559084645,0.7396230153178485,0.6757823304873776
19,0.7511578676949116,0.6700072185920933,0.739537117511084,0.6759851739843995
20,0.75063396425972,0.6686853725074764,0.7386634283138866,0.6765752641575541
21,0.7501579228910533,0.6691962988309631,0.7391656709569391,0.6742886647365801
22,0.7495931595194255,0.670129090926136,0.7380033209759181,0.6768887495620425
23,0.7494276322566272,0.6696416015899652,0.7376521715701685,0.6782164524516403
24,0.7492260169057121,0.6705462693003591,0.7383127171537909,0.6751553596784009
25,0.7483366867110812,0.6706400172496226,0.7372129076581783,0.6772022349665309
