epoch,train_loss,train_acc,val_loss,val_acc
1,1.0956868910525968,0.3959350889199299,1.0099447934076957,0.47487506684615244
2,0.9980310761169398,0.5605518004293656,0.9433562578526091,0.6398421508786811
3,0.9472241629386927,0.6127694081691963,0.9245210856742784,0.623374946984086
4,0.9293871705889404,0.6127459711818803,0.9129742336342658,0.6325766656217153
5,0.9214484120226857,0.6138803213679701,0.9098937560267384,0.6140810267569012
6,0.9157300621587124,0.614606867974763,0.9052765182277648,0.5804274465691789
7,0.9111560875178445,0.6156287206217363,0.9022688880258048,0.6062992125984252
8,0.9088531369988356,0.6175739905689563,0.897773526136456,0.6196868834018698
9,0.9069806442915946,0.616969316296206,0.8975116231206768,0.6227664164930203
10,0.904544710919079,0.6188770870637205,0.8963391061275761,0.60945250696122
11,0.9029652756098125,0.6197161312096298,0.8963333394680478,0.6092865441000203
12,0.9019690876771761,0.6197208186070929,0.8948909172643967,0.6273764959707905
13,0.9005481566407538,0.6212114110003844,0.8945849857992613,0.6105589260358849
14,0.8995626777269974,0.6204942391885178,0.8929584751080085,0.6187833078242269
15,0.8988684125832106,0.6214551556684698,0.8928146908835392,0.6136200188091243
16,0.8984140125910516,0.6209770411272253,0.8918664098878484,0.6167917534898302
17,0.8972686714775525,0.6224723209179799,0.891233680211066,0.6209039443840012
18,0.8966083111313874,0.6225285696875381,0.8910519831931805,0.6223422891810655
19,0.896309790989428,0.6223738855712532,0.8905637064671938,0.6212174297884896
20,0.8964468971668585,0.6225145074951486,0.8903143623695647,0.6195209205406701
21,0.8956580810396719,0.6229832472414666,0.8903664336726571,0.6161279020450312
22,0.8955380195443461,0.6227301277784548,0.890116122844163,0.6221947666377768
23,0.8950336695707568,0.6244035286728102,0.8899678361141301,0.620406055800402
24,0.8946368218760165,0.6245722749814848,0.8900478755797524,0.6193180770436483
25,0.8946463231164504,0.6234754239751006,0.8900511378780661,0.6190045916391599
