epoch,train_loss,train_acc,val_loss,val_acc
1,0.8818601303452216,0.6278018918336161,0.8264692884438174,0.661030076158513
2,0.8247328687462269,0.6601636839194143,0.8133881718069236,0.6647919010123734
3,0.8172109556630169,0.6621511404438027,0.806600322936224,0.6688856515886333
4,0.8115918560595977,0.6639886002493696,0.8019496242477153,0.6701395932065869
5,0.8091258052651132,0.6639839128519064,0.8020100759678199,0.670158033524498
6,0.8056741662799207,0.6648745183699106,0.799828979721457,0.6700473916170315
7,0.8044670973521099,0.6650479520760484,0.7987596983578021,0.666506850578104
8,0.8032636131126443,0.6653620077060814,0.793841647009053,0.6702871157498755
9,0.8012996799911031,0.6655776279893877,0.7949354597370695,0.6702317947961423
10,0.800775787542111,0.6666276050211402,0.7930796493970259,0.6716332589573845
11,0.798753322069886,0.6670166590105842,0.7891599533007404,0.6730347231186266
12,0.7972968622681273,0.6670822825750686,0.7931999141830673,0.6701949141603202
13,0.7971663902962532,0.6679775754905362,0.7890290279004524,0.6729425215290712
14,0.7956582003173563,0.6683010059154956,0.7883808756501577,0.6735141713843147
15,0.7946409124119934,0.6686900599049396,0.7950667324532017,0.6736248132917811
16,0.7938553730103262,0.6688963053933196,0.7873082524167744,0.6741411421932915
17,0.7930339798058156,0.6689009927907827,0.7895441881457863,0.669697025576721
18,0.7927175644232636,0.668286943723106,0.7859545181149694,0.6735141713843147
19,0.7913474709773135,0.6692900467802266,0.7843483645834342,0.6759114127127551
20,0.7909464767004943,0.6701431531185256,0.7844050506109218,0.6757823304873776
21,0.791067208234973,0.6691822366385736,0.7880818322151155,0.6755426063545336
22,0.790067318687882,0.6698056605011765,0.7857289704471664,0.6767043463829316
23,0.7896229603235149,0.6703306490170527,0.7837043125829158,0.6749340758634679
24,0.7895716353824138,0.6704103347739269,0.7865676198697863,0.6724815135812942
25,0.7893217467700926,0.6703400238119791,0.7827117757237653,0.6739382986962695
